Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
786441,1.38000000,5.34000000,75.00000000,0.25057942,0.30191007,194.65765381,0.19544713,0.54701352,0.07342700,1.23348320,3.22952628,21.02987862,7.24679995
786442,1.38000000,5.40000000,72.00000000,0.24091569,0.35236573,211.24794006,0.22288655,0.57038784,0.07342700,1.02201629,2.93116736,21.40577316,7.72919989
786443,1.38000000,5.46000000,72.00000000,0.23622522,0.54541939,223.21691895,0.26130176,0.60449702,0.03659600,0.47082886,2.33293581,23.63969994,9.15120029
786451,1.38000000,5.94000000,168.00000000,0.45871142,0.06336011,5.86933517,1.03277087,3.62835503,0.00045000,7.33509874,9.53820705,235.01159668,537.26037598
786452,1.38000000,6.00000000,174.00000000,0.48035803,0.05861649,352.78372192,0.97240412,3.62830138,0.00297900,7.92437840,10.14793205,240.27967834,541.62719727
786462,1.38000000,6.60000000,25.00000000,0.09549371,0.08826096,124.53437042,0.22069515,0.96648085,0.00436610,2.48863459,3.68729591,6.96301079,2.93400002
786463,1.38000000,6.66000000,156.00000000,0.50290769,0.06422785,1.30326033,1.27860320,3.63285255,0.04679225,7.77069330,9.91944504,222.49253845,490.71960449
786464,1.38000000,6.72000000,52.00000000,0.18827055,0.09184552,346.32077026,0.27203611,1.26869714,0.02811598,3.47539330,5.07536364,23.00131416,15.71399975
786468,1.38000000,6.96000000,25.00000000,0.08154801,0.13246888,347.09805298,0.22270344,0.79987395,0.00737800,1.83698499,2.78134370,8.14575863,3.75480008
786470,1.38000000,7.08000000,57.00000000,0.22136988,0.21313722,116.41163635,0.32069916,0.75051576,0.03583700,1.48404574,3.61272192,21.09536171,9.73439980
786471,1.38000000,7.14000000,90.00000000,0.34601244,0.15714248,92.79246521,0.14006758,0.80150449,0.04171262,2.32820082,5.26022100,33.55788040,15.71039963
786472,1.38000000,7.20000000,69.00000000,0.26236019,0.08721261,176.58302307,0.15873966,1.53587162,0.03583700,3.67596173,6.14843035,25.86310196,14.95800018
786473,1.38000000,7.26000000,60.00000000,0.23060815,0.09336375,187.27603149,0.11559119,1.68528092,0.03583700,3.36653256,5.57125616,19.84940147,10.56960011
786474,1.38000000,7.32000000,57.00000000,0.21685949,0.08385311,190.40907288,0.09896462,1.82277012,0.03583700,3.64424396,5.70078373,15.63163567,5.51520014
786475,1.38000000,7.38000000,55.00000000,0.21221396,0.21270528,207.60868835,0.10214542,0.82918787,0.03583700,1.54171324,3.54081130,14.95796585,5.43599987
786476,1.38000000,7.44000000,58.00000000,0.21389952,0.21518116,229.42402649,0.13935788,0.88829648,0.03583700,1.53384936,3.53433514,16.73674583,6.58799982
786477,1.38000000,7.50000000,58.00000000,0.21786076,0.23447922,239.86691284,0.18653335,0.94751710,0.03583700,1.38277459,3.41697860,17.64934921,7.56360006
786478,1.38000000,7.56000000,60.00000000,0.22766455,0.20942073,243.05899048,0.23205881,1.00683010,0.03583700,1.54600191,3.69609237,19.42632675,8.81639957
786479,1.38000000,7.62000000,72.00000000,0.26925457,0.16486682,235.26492310,0.25804821,1.06621993,0.03583700,2.07311010,4.53022575,26.96606827,13.83839989
786480,1.38000000,7.68000000,98.00000000,0.36732355,0.15964356,254.63212585,0.21836065,1.12567449,0.04416211,2.30425453,5.37716818,40.28659058,21.53160095
786481,1.38000000,7.74000000,66.00000000,0.25494847,0.17017023,249.31532288,0.39348796,1.18492031,0.03583700,2.00726366,4.33899689,28.82032013,16.82279968
851970,1.44000000,4.92000000,24.00000000,0.07546268,0.31238270,92.18517303,0.27851388,0.59614450,0.00079100,0.55586481,1.74231851,7.03678083,2.71079993
851971,1.44000000,4.98000000,26.00000000,0.08582209,0.34641382,96.46031952,0.24127845,0.55607766,0.04622900,0.55028683,1.76443994,6.84746170,2.41560006
851972,1.44000000,5.04000000,43.00000000,0.14741668,0.21263629,113.58975220,0.33355036,1.03293300,0.04124852,1.46070170,2.95161390,15.91971588,8.29440022
851973,1.44000000,5.10000000,80.00000000,0.26520935,0.31173655,140.52058411,0.32836011,0.92536086,0.01342700,1.00489283,3.26968169,29.56294441,13.33440018
851974,1.44000000,5.16000000,76.00000000,0.25657403,0.31817928,150.07539368,0.29617777,0.82174420,0.01342700,0.97902560,3.18328357,26.05621147,10.93319988
851975,1.44000000,5.22000000,102.00000000,0.34911180,0.14249511,127.80146790,0.06492760,1.11433220,0.02068361,2.79176855,5.54864836,37.35372543,18.38159943
851976,1.44000000,5.28000000,74.00000000,0.24484171,0.37859476,176.61622620,0.25664034,0.63410658,0.01342700,0.75489974,2.85075784,23.35380745,8.99279976
851977,1.44000000,5.34000000,73.00000000,0.23992592,0.39905527,191.27384949,0.25974807,0.59496760,0.01342700,0.69376081,2.74869776,23.33621407,9.02519989
851978,1.44000000,5.40000000,73.00000000,0.23529832,0.41470718,204.66770935,0.27827403,0.62198132,0.01342700,0.64786267,2.67019868,24.70051956,9.94320011
851979,1.44000000,5.46000000,72.00000000,0.23421764,0.56211346,215.00199890,0.30860230,0.65340275,0.01342700,0.28733578,2.28824615,26.30470467,11.15639973
851987,1.44000000,5.94000000,152.00000000,0.39179993,0.06246270,2.95848536,1.19875395,3.56836939,0.00045000,6.98521805,8.87823677,222.51847839,509.19479370
851988,1.44000000,6.00000000,150.00000000,0.39421716,0.06265854,357.37463379,1.19402719,3.56831455,0.00297900,6.97017956,8.89165401,222.08430481,509.08679199
851999,1.44000000,6.66000000,161.00000000,0.51695371,0.06628581,1.28904152,1.20486212,3.57286406,0.01400200,7.61366987,9.89966393,217.65577698,466.41598511
852004,1.44000000,6.96000000,22.00000000,0.07660694,0.18557882,354.62161255,0.22381489,0.74011219,0.00737800,1.23629034,2.27758598,6.79387617,2.96280003
852007,1.44000000,7.14000000,57.00000000,0.23559253,0.16009337,109.53641510,0.02147235,0.79274118,0.02134600,2.30781579,4.30030251,19.55337715,9.04319954
852016,1.44000000,7.68000000,63.00000000,0.23778185,0.20997496,200.27954102,0.09470133,0.79522061,0.02580700,1.74529111,3.77233744,21.58626747,9.94320011
917506,1.50000000,4.92000000,33.00000000,0.10754403,0.14612255,114.78018951,0.45058647,1.16596544,0.00079100,2.00866222,3.04116154,15.10892391,10.10879993
917507,1.50000000,4.98000000,32.00000000,0.11246776,0.11669182,122.52646637,0.40186375,1.06959808,0.06079100,2.44907165,3.48015618,12.57014084,7.29720020
917508,1.50000000,5.04000000,24.00000000,0.08368406,0.23409711,148.40184021,0.31242216,0.75608981,0.03900200,1.28111684,2.11947489,8.52340889,4.37400007
917510,1.50000000,5.16000000,33.00000000,0.13105473,0.14663371,101.09874725,0.19715147,0.79976529,0.02739700,2.25699019,3.35130811,10.20894909,4.04279995
917511,1.50000000,5.22000000,72.00000000,0.24693885,0.14740011,304.71051025,0.02002779,1.05449045,0.03159308,2.71570849,4.58828878,29.44890976,15.35400009
917522,1.50000000,5.88000000,36.00000000,0.15099330,0.21986161,20.20707130,0.30240306,1.14742148,0.02907900,1.46084499,2.93771100,12.21670437,6.05159998
917523,1.50000000,5.94000000,153.00000000,0.41608462,0.06542067,2.23042822,1.11790550,3.50838399,0.02908248,6.36254215,8.94001484,215.50981140,484.09561157
917524,1.50000000,6.00000000,152.00000000,0.41624534,0.06535161,358.14468384,1.11764312,3.50832820,0.02923119,6.36771822,8.94646549,215.05285645,483.88681030
917525,1.50000000,6.06000000,38.00000000,0.15249354,0.22073166,342.49017334,0.30336717,1.14678967,0.02907900,1.46740484,2.94644499,12.52876282,5.77080011
917535,1.50000000,6.66000000,163.00000000,0.52179670,0.07542399,1.36624146,1.17116737,3.51287580,0.01400200,7.12417316,9.32396984,209.72987366,441.30599976
917539,1.50000000,6.90000000,14.00000000,0.05759052,0.15505041,18.45960045,0.16572104,0.68489772,0.03005400,1.16119576,2.16044879,2.87406325,0.84240001
917540,1.50000000,6.96000000,22.00000000,0.07813680,0.18398686,353.18273926,0.17263857,0.68042469,0.05305352,1.15172327,2.31014562,6.06536961,2.36879992
917542,1.50000000,7.08000000,34.00000000,0.13886656,0.23118828,24.53877068,0.20223990,0.69243228,0.04469400,1.21378267,2.74739337,10.15980434,3.98160005
917543,1.50000000,7.14000000,48.00000000,0.19936350,0.17396036,161.89123535,0.02602332,0.85175562,0.05434199,1.94557750,3.79491997,16.80345726,8.20800018
917544,1.50000000,7.20000000,29.00000000,0.13433182,0.24992085,343.02087402,0.20948200,0.69027829,0.04997400,1.07607484,2.59892130,8.13319016,3.04200006
917546,1.50000000,7.32000000,31.00000000,0.10899387,0.63695318,26.42446518,0.21633624,0.48120844,0.01612800,0.11938494,1.46639919,7.88915539,2.41919994
917547,1.50000000,7.38000000,31.00000000,0.10899387,0.64030659,10.41438675,0.19697882,0.45866588,0.04997400,0.11554001,1.46255422,7.35054255,2.18880010
917548,1.50000000,7.44000000,31.00000000,0.10899387,0.64057827,352.62979126,0.19534779,0.45543978,0.04997400,0.11522986,1.46224403,7.35054255,2.18880010
917549,1.50000000,7.50000000,31.00000000,0.10899387,0.63775045,336.13101196,0.21185294,0.47682360,0.02656000,0.11846809,1.46548235,7.88915539,2.41919994
917551,1.50000000,7.62000000,28.00000000,0.11803170,0.38699791,24.36982727,0.15496483,0.46359393,0.04756200,0.45941103,1.95771718,6.41261530,1.82879996
917552,1.50000000,7.68000000,49.00000000,0.19615647,0.22417013,183.96440125,0.11909539,0.85361254,0.05624413,1.55350018,3.31602168,17.67691803,9.02880001
917553,1.50000000,7.74000000,30.00000000,0.12755236,0.31558722,320.63101196,0.14418972,0.49864665,0.04132200,0.76340014,2.25366569,7.49621105,2.28959990
983042,1.56000000,4.92000000,20.00000000,0.08309872,0.12485985,126.30055237,0.36065832,1.03671002,0.00079100,1.90795827,2.89194942,6.46941090,3.07439995
983043,1.56000000,4.98000000,24.00000000,0.08279286,0.17663667,139.95422363,0.33794433,0.84022719,0.00847900,1.44446802,2.42695045,8.70880127,4.82040024
983044,1.56000000,5.04000000,14.00000000,0.04823979,0.12292130,161.02529907,0.12007567,0.70563489,0.00847900,1.32398367,2.22072124,2.26906943,0.70560002
983045,1.56000000,5.10000000,22.00000000,0.07668328,0.14076966,140.20814514,0.25135794,0.87889659,0.00847900,1.67332339,2.61637950,6.27118969,2.82599998
983046,1.56000000,5.16000000,36.00000000,0.13008381,0.20016351,158.27311707,0.34919500,0.74324101,0.00847900,1.72667575,2.85774922,14.05900002,7.03079987
983047,1.56000000,5.22000000,77.00000000,0.26862124,0.14397275,321.27377319,0.06669945,0.99468315,0.01787234,2.70448089,4.84211349,29.25539017,14.45759964
983058,1.56000000,5.88000000,37.00000000,0.14884116,0.20198479,27.50154686,0.22543575,1.08930743,0.03851700,1.50255191,3.04303598,10.66098309,4.68720007
983059,1.56000000,5.94000000,150.00000000,0.40937737,0.06518447,2.16525316,1.09288251,3.44839954,0.08908014,6.34127808,8.88371754,207.98818970,459.79199219
983060,1.56000000,6.00000000,150.00000000,0.40959910,0.06510196,358.21170044,1.09256053,3.44834232,0.08912880,6.34763908,8.89175320,207.98818970,459.79199219
983061,1.56000000,6.06000000,39.00000000,0.15074311,0.20257990,336.24523926,0.22592933,1.08860016,0.05496700,1.51160491,3.05791569,11.40300369,5.07600021
983070,1.56000000,6.60000000,118.00000000,0.38785851,0.09794516,6.06692743,0.94927520,3.05652332,0.01306681,5.11937618,7.05423784,111.87857056,173.26080322
983071,1.56000000,6.66000000,161.00000000,0.52191186,0.07774168,1.42074883,1.12448585,3.45288801,0.05487544,6.72672606,9.18494511,201.50016785,417.50640869
983072,1.56000000,6.72000000,128.00000000,0.51353091,0.07631746,357.19549561,1.10264945,3.45330572,0.04320823,6.94025373,9.19551945,132.54646301,251.65080261
983073,1.56000000,6.78000000,101.00000000,0.33828259,0.08863966,351.35461426,0.83925426,3.05834341,0.00442380,5.30596542,6.92517424,88.50449371,131.75999451
983075,1.56000000,6.90000000,14.00000000,0.05755730,0.23279928,52.40396881,0.06655501,0.40619230,0.03005400,0.71457696,1.76264286,2.22416210,0.45719999
983076,1.56000000,6.96000000,22.00000000,0.07991999,0.18813078,350.12902832,0.12448043,0.62085032,0.05353000,1.10803437,2.31048250,5.48216295,1.90799999
983078,1.56000000,7.08000000,33.00000000,0.14226258,0.25496948,33.78357315,0.14039457,0.63468808,0.04469400,1.09527862,2.64792800,8.37833405,2.78999996
983079,1.56000000,7.14000000,44.00000000,0.19008447,0.17263833,173.50259399,0.06694753,0.91113281,0.10469400,1.93269539,3.71971488,15.01670361,7.61040020
983080,1.56000000,7.20000000,32.00000000,0.14061713,0.27432555,333.43118286,0.13560884,0.63213223,0.05911100,0.96431398,2.53799605,7.88630533,2.58480000
983082,1.56000000,7.32000000,31.00000000,0.10933194,0.47577190,35.77085495,0.16540888,0.49538618,0.01612800,0.34203371,1.69933522,6.61989212,1.72800004
983083,1.56000000,7.38000000,31.00000000,0.10926546,0.62957865,14.91609669,0.13875969,0.40226853,0.07612800,0.11969671,1.47679901,6.00907755,1.49759996
983084,1.56000000,7.44000000,31.00000000,0.10926546,0.62995386,349.38195801,0.13641988,0.39858621,0.08656000,0.11925687,1.47635913,6.00907755,1.49759996
983085,1.56000000,7.50000000,31.00000000,0.10926546,0.62604296,327.32705688,0.15928896,0.42285499,0.02656000,0.12386107,1.48096335,6.61989212,1.72800004
983087,1.56000000,7.62000000,31.00000000,0.12684062,0.19394338,52.45904160,0.08156085,0.83303642,0.04756200,1.30093300,2.86679482,6.99720001,2.04119992
983088,1.56000000,7.68000000,46.00000000,0.18411376,0.22445990,182.43482971,0.16306300,0.91259551,0.10132200,1.53168905,3.21054435,16.59871864,9.02880001
983089,1.56000000,7.74000000,32.00000000,0.12778795,0.35485148,304.07730103,0.09457712,0.46515021,0.04132200,0.64375263,2.12728930,7.23333836,2.03040004
1048579,1.62000000,4.98000000,43.00000000,0.16905919,0.38918117,56.17701340,0.28605464,0.74945253,0.00672800,0.75119358,2.33640647,12.76930237,4.62599993
1048580,1.62000000,5.04000000,44.00000000,0.17176984,0.40929100,47.11858749,0.24056597,0.68820882,0.03234600,0.69453740,2.29647803,11.46973705,3.70799994
1048581,1.62000000,5.10000000,44.00000000,0.17482449,0.40026075,34.24651337,0.20275345,0.63952076,0.03234600,0.71667683,2.34279656,10.26943111,2.97000003
1048582,1.62000000,5.16000000,52.00000000,0.19795278,0.24770875,13.93666077,0.22047409,0.93956250,0.03234600,1.38256884,3.16894746,14.80063057,6.36479998
1048583,1.62000000,5.22000000,82.00000000,0.29359373,0.17337568,330.42916870,0.03690350,0.93492222,0.03574555,2.24572301,4.61300850,29.67256737,14.90400028
1048584,1.62000000,5.28000000,45.00000000,0.18237363,0.22526862,336.46630859,0.19363761,0.94510311,0.03234600,1.48427331,3.18959546,10.99302673,3.53520012
1048585,1.62000000,5.34000000,43.00000000,0.17332077,0.41798174,320.23681641,0.21605533,0.65935546,0.03234600,0.66852295,2.28271437,10.96288586,3.44519997
1048586,1.62000000,5.40000000,44.00000000,0.17054085,0.40102506,308.97064209,0.25721502,0.71397930,0.03234600,0.71616876,2.31171012,13.06616688,4.66919994
1048594,1.62000000,5.88000000,40.00000000,0.15842900,0.21045242,54.98622131,0.13567546,0.70308763,0.03851700,1.49379408,3.07570958,10.24530983,3.63240004
1048595,1.62000000,5.94000000,149.00000000,0.40727103,0.06517261,2.20751572,1.05276394,3.38841558,0.09851700,6.32871103,8.86164093,201.70578003,436.90679932
1048596,1.62000000,6.00000000,149.00000000,0.40757713,0.06508897,358.18072510,1.05233920,3.38835716,0.11496700,6.33553123,8.87066364,201.70578003,436.90679932
1048597,1.62000000,6.06000000,42.00000000,0.16040500,0.20903282,307.28213501,0.12413433,0.70052677,0.05496700,1.50799263,3.10532188,11.16313267,4.10039997
1048605,1.62000000,6.54000000,57.00000000,0.20018966,0.27456149,30.10139847,0.33848491,1.00793374,0.01859300,1.53564036,3.02695489,21.40449142,11.12040043
1048606,1.62000000,6.60000000,120.00000000,0.40193900,0.08314271,7.04477882,0.83982247,2.99677348,0.06753170,5.75450468,7.79422474,104.27836609,154.38960266
1048607,1.62000000,6.66000000,163.00000000,0.52521491,0.07824928,1.50246584,1.07078123,3.39290071,0.09639399,6.70798159,9.18402958,196.79238892,399.26159668
1048608,1.62000000,6.72000000,127.00000000,0.51765192,0.07666720,357.04635620,1.04311919,3.39332771,0.08387485,6.96644402,9.21125984,128.03866577,240.10920715
1048609,1.62000000,6.78000000,89.00000000,0.30847466,0.14864638,347.45346069,0.58458823,1.84429812,0.05938657,3.36408544,5.10666656,54.54362869,53.87400055
1048610,1.62000000,6.84000000,52.00000000,0.17706718,0.24482453,321.97979736,0.30368540,1.00334156,0.00111100,1.56464577,3.01471663,17.74172401,8.28719997
1048611,1.62000000,6.90000000,13.00000000,0.05423240,0.22761372,132.94863892,0.07076662,0.40339285,0.03005400,0.70457381,1.73035467,2.03580046,0.43560001
1048612,1.62000000,6.96000000,22.00000000,0.08284838,0.19353823,342.95870972,0.07548419,0.56145966,0.05353000,1.03265274,2.31933546,5.06693411,1.58039999
1048614,1.62000000,7.08000000,37.00000000,0.14303999,0.21848837,51.46694946,0.09813441,0.57789814,0.04469400,1.30635214,2.86826658,9.22921181,2.99519992
1048615,1.62000000,7.14000000,42.00000000,0.18591292,0.17057569,176.22219849,0.11441342,0.97071028,0.10469400,1.93320882,3.70084715,13.76646042,7.08120012
1048616,1.62000000,7.20000000,33.00000000,0.14203201,0.26601011,314.33547974,0.08350051,0.57477403,0.05911100,1.03073168,2.59029341,7.78541374,2.46600008
1048618,1.62000000,7.32000000,31.00000000,0.11129759,0.45019796,52.24689102,0.12660524,0.48083311,0.01612800,0.38283682,1.76256859,5.75316334,1.26719999
1048619,1.62000000,7.38000000,31.00000000,0.10971940,0.61105961,25.68633461,0.08285296,0.34708151,0.07612800,0.12815727,1.50212073,5.09770632,1.03680003
1048620,1.62000000,7.44000000,31.00000000,0.10971940,0.61158687,341.29928589,0.07882705,0.34280691,0.08656000,0.12750961,1.50147307,5.09770632,1.03680003
1048621,1.62000000,7.50000000,31.00000000,0.11316697,0.23663434,311.12686157,0.12696636,0.81530690,0.02656000,1.06828749,2.45146608,5.75316334,1.26719999
1048623,1.62000000,7.62000000,35.00000000,0.14435606,0.19143796,144.73696899,0.11907121,0.98216921,0.04756200,1.48527324,3.07828212,9.80389309,4.43520021
1048624,1.62000000,7.68000000,43.00000000,0.17828974,0.22224723,181.76203918,0.21205056,0.97190517,0.10132200,1.52873933,3.17504549,15.81974125,9.44639969
1048625,1.62000000,7.74000000,29.00000000,0.12792721,0.15459701,265.89624023,0.07483377,0.90835720,0.04132200,1.70469427,3.22467422,5.89006758,1.53719997
1114115,1.68000000,4.98000000,42.00000000,0.16786912,0.35527745,68.34477997,0.25631064,0.71361589,0.00672800,0.83506143,2.43672514,11.23085880,3.77999997
1114116,1.68000000,5.04000000,45.00000000,0.17250808,0.36465764,60.41002274,0.20477018,0.65759212,0.06672800,0.80721307,2.43818688,10.47282600,3.12120008
1114117,1.68000000,5.10000000,47.00000000,0.17780420,0.36780697,47.96221161,0.15603644,0.59517646,0.09234600,0.77913034,2.46471071,10.04361343,2.78279996
1114118,1.68000000,5.16000000,67.00000000,0.24399920,0.08000542,54.61441040,0.08708716,1.74014246,0.09234600,4.28000879,6.19069529,21.81713295,11.42640018
1114119,1.68000000,5.22000000,77.00000000,0.28405294,0.17374189,246.51972961,0.01920039,0.87522566,0.09343117,2.34185743,4.53265142,26.49638367,13.31639957
1114120,1.68000000,5.28000000,47.00000000,0.18377875,0.34716147,322.43383789,0.12804815,0.56830144,0.09234600,0.84023738,2.57921076,9.72177887,2.57399988
1114121,1.68000000,5.34000000,44.00000000,0.17711587,0.33899695,305.49105835,0.17305294,0.62080359,0.09234600,0.89722401,2.56233430,10.13286114,2.96639991
1114122,1.68000000,5.40000000,43.00000000,0.17121303,0.33110341,295.79577637,0.22410685,0.68110019,0.04413000,0.92452991,2.54912710,11.50079346,3.81599998
1114130,1.68000000,5.88000000,42.00000000,0.16583921,0.22121951,93.67120361,0.11317518,0.74582314,0.03851700,1.45957386,3.06928229,10.85723400,3.88439989
1114131,1.68000000,5.94000000,149.00000000,0.40769100,0.06531881,2.30578208,1.00517833,3.32843256,0.09851700,6.31785297,8.85628033,196.19885254,415.16281128
1114132,1.68000000,6.00000000,148.00000000,0.40812203,0.06524153,358.09863281,1.00459337,3.32837272,0.11496700,6.32482100,8.86620712,195.70408630,414.91799927
1114133,1.68000000,6.06000000,41.00000000,0.16741988,0.22309712,265.49868774,0.10087761,0.74390614,0.05496700,1.44168580,3.07087040,10.62620735,3.92759991
1114141,1.68000000,6.54000000,53.00000000,0.18911427,0.20246549,44.09571457,0.24549057,0.94204837,0.01859300,1.88464832,3.42603326,16.58198738,7.09919977
1114142,1.68000000,6.60000000,122.00000000,0.41552508,0.07398208,8.33407879,0.73141235,2.93704510,0.07859300,6.20233727,8.40118027,96.11505890,131.87159729
1114143,1.68000000,6.66000000,163.00000000,0.52659363,0.07802837,1.52246654,1.02604616,3.33291411,0.13859300,6.77494526,9.20908451,189.97802734,377.69760132
1114144,1.68000000,6.72000000,130.00000000,0.51829201,0.07639699,356.96401978,0.99674803,3.33335066,0.12111100,6.99115515,9.23323822,125.61449432,229.75559998
1114145,1.68000000,6.78000000,88.00000000,0.30196097,0.10115837,340.48144531,0.40515780,1.78558946,0.06111100,4.28626299,6.12462425,45.97572708,39.66479874
1114146,1.68000000,6.84000000,49.00000000,0.16435137,0.27424929,303.44079590,0.22112496,0.70006025,0.00111100,1.31863117,2.74421954,13.55296230,4.74840021
1114147,1.68000000,6.90000000,11.00000000,0.04420392,0.36940804,164.76673889,0.16922835,0.46061030,0.00591300,0.39977270,1.22625887,2.17131090,0.58319998
1114148,1.68000000,6.96000000,24.00000000,0.08965319,0.20118943,321.73782349,0.03327528,0.50239265,0.00945508,0.91361248,2.36638403,5.44862890,1.65960002
1114150,1.68000000,7.08000000,35.00000000,0.14617503,0.20039473,84.07982635,0.08143473,0.54256642,0.04469400,1.40340006,3.02759910,7.92949247,2.33999991
1114151,1.68000000,7.14000000,44.00000000,0.18486963,0.14895134,176.87040710,0.16209389,1.03040814,0.10469400,2.17275357,3.94925809,14.35346222,7.74359989
1114152,1.68000000,7.20000000,36.00000000,0.14989914,0.14207913,236.17672729,0.07398383,1.04042864,0.05911100,2.06848884,3.64115667,9.61793613,3.95280004
1114154,1.68000000,7.32000000,33.00000000,0.11548619,0.40073618,77.42553711,0.11135706,0.51094419,0.01612800,0.47241634,1.90300834,6.09740686,1.34640002
1114155,1.68000000,7.38000000,31.00000000,0.11272290,0.42745554,64.18098450,0.04485841,0.40450042,0.07612800,0.40273955,1.82039464,4.63852072,0.80640000
1114156,1.68000000,7.44000000,31.00000000,0.11455397,0.23018001,305.43634033,0.04371702,0.73240346,0.08656000,1.08034778,2.50078392,4.63852072,0.80640000
1114157,1.68000000,7.50000000,32.00000000,0.11535999,0.39658982,283.89785767,0.10044639,0.49167427,0.02656000,0.49036452,1.91188490,5.74754953,1.22399998
1114159,1.68000000,7.62000000,37.00000000,0.15119560,0.19675684,160.12756348,0.19901873,1.04140091,0.04756200,1.58622766,3.10748887,11.95798969,6.57359982
1114160,1.68000000,7.68000000,42.00000000,0.17519920,0.19091977,181.49507141,0.26235703,1.03141141,0.10132200,1.75613463,3.39582682,15.82342052,10.10519981
1114161,1.68000000,7.74000000,34.00000000,0.14156124,0.14829329,215.42848206,0.14053765,1.04238582,0.04132200,1.84640384,3.46350932,8.61708927,3.32999992
1179651,1.74000000,4.98000000,43.00000000,0.16334604,0.35747671,84.78495026,0.23527865,0.63646817,0.00672800,0.80201769,2.39626789,11.02025127,3.51360011
1179652,1.74000000,5.04000000,44.00000000,0.17211559,0.33922064,78.81031799,0.18323115,0.62890071,0.06672800,0.86734676,2.52507281,9.66944790,2.74679995
1179653,1.74000000,5.10000000,45.00000000,0.17984001,0.35250875,70.48192596,0.12557979,0.56245834,0.12672800,0.81403881,2.53199673,8.57029629,2.05200005
1179654,1.74000000,5.16000000,67.00000000,0.25543320,0.08326726,88.61759186,0.07139188,1.68327475,0.15234600,4.29253197,6.20878315,22.31793022,13.38840008
1179655,1.74000000,5.22000000,75.00000000,0.27897373,0.17132257,199.40754700,0.05093100,0.85172182,0.15290855,2.45384073,4.52354908,25.25723457,12.74040031
1179656,1.74000000,5.28000000,49.00000000,0.19306725,0.22399627,285.36660767,0.08516686,0.65826935,0.15234600,1.45307791,3.29108310,10.45245647,3.02040005
1179657,1.74000000,5.34000000,45.00000000,0.17840908,0.32757342,284.35021973,0.14803539,0.59681505,0.10413000,0.92609751,2.61612868,9.86935139,2.74679995
1179658,1.74000000,5.40000000,44.00000000,0.16888355,0.32345727,276.77865601,0.20148171,0.62294000,0.04413000,0.92761207,2.56147504,11.51978397,3.77999997
1179666,1.74000000,5.88000000,41.00000000,0.16796532,0.22614239,125.71236420,0.13937521,0.79514480,0.03851700,1.42587876,3.05508828,10.73134041,3.97440004
1179667,1.74000000,5.94000000,149.00000000,0.41018760,0.06560810,2.45320535,0.95268941,3.26845002,0.09851700,6.30603504,8.86374950,190.80114746,394.10998535
1179668,1.74000000,6.00000000,148.00000000,0.41082343,0.06554639,357.97100830,0.95183873,3.26838899,0.11496700,6.31290579,8.87479115,190.42166138,393.96600342
1179669,1.74000000,6.06000000,41.00000000,0.16909003,0.22440371,230.87535095,0.12965943,0.79363585,0.05496700,1.43068719,3.07715178,10.73134041,3.97440004
1179677,1.74000000,6.54000000,48.00000000,0.17102116,0.23740600,75.37113953,0.17364964,0.68106842,0.01859300,1.54859197,3.00873566,12.50968266,4.04279995
1179678,1.74000000,6.60000000,124.00000000,0.41973120,0.07279810,9.52153778,0.64912248,2.87734056,0.07859300,6.23057747,8.51197910,92.72105408,123.98040009
1179679,1.74000000,6.66000000,165.00000000,0.52951741,0.07792529,1.53999972,0.98090202,3.27292824,0.13859300,6.73893166,9.24072075,184.31571960,357.37561035
1179680,1.74000000,6.72000000,129.00000000,0.51796919,0.07217143,356.92837524,0.95788717,3.27337480,0.12111100,7.21324492,9.49673367,122.50496674,223.79760742
1179681,1.74000000,6.78000000,74.00000000,0.25767818,0.15689923,313.72640991,0.18789965,0.92828637,0.06111100,2.72133708,4.54290199,26.59892464,13.66559982
1179682,1.74000000,6.84000000,47.00000000,0.15866844,0.25233701,278.46844482,0.18881890,0.67452788,0.00111100,1.38272715,2.81099272,12.18200397,3.93840003
1179683,1.74000000,6.90000000,12.00000000,0.05227463,0.28043735,20.08453178,0.14678879,0.45266703,0.03005400,0.62152702,1.53049695,2.25616360,0.59039998
1179684,1.74000000,6.96000000,23.00000000,0.08644820,0.19746153,235.31053162,0.02700372,0.51342064,0.03187659,0.99184084,2.34553361,5.30430460,1.59840000
1179686,1.74000000,7.08000000,40.00000000,0.16135186,0.11659090,128.01116943,0.12317714,1.10098445,0.04469400,2.48023129,4.17022610,10.80293083,4.33799982
1179687,1.74000000,7.14000000,46.00000000,0.19133076,0.13789067,174.51821899,0.19956066,1.09018314,0.10469400,2.31008673,4.17570591,15.56096172,8.89200020
1179688,1.74000000,7.20000000,42.00000000,0.15718947,0.12833171,205.96029663,0.13756378,1.09878421,0.05911100,2.31083584,3.92328358,12.91660881,6.82560015
1179690,1.74000000,7.32000000,35.00000000,0.12239277,0.39309093,102.40811920,0.12651387,0.50069445,0.01612800,0.52215070,1.97804570,6.91121960,1.68480003
1179691,1.74000000,7.38000000,33.00000000,0.12707287,0.17838278,111.27870178,0.04817234,0.65050077,0.07612800,1.44655871,2.99195385,5.30934095,1.04040003
