Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy R3,Visual Integration [HH] R3,Visual Integration [P-value] R3,Visual Integration [Tekl] R3,Visual Mean Depth R3,Visual Node Count R3,Visual Relativised Entropy R3
3538977,3.9000000,6.7800000,158.0000000,74.2714691,47.6856003,1.3822089,5.7981114,0.7248413,0.8673971,2.3697135,1467.0000000,2.4560733
3538978,3.9000000,6.8400000,149.0000000,68.3879623,40.4388008,1.3670487,5.7183733,0.7148730,0.8658205,2.3888130,1467.0000000,2.4830005
3604483,3.9600000,4.9800000,82.0000000,52.3479729,52.3367996,1.2446775,5.3372898,0.6697283,0.8580886,2.4822299,1436.0000000,2.6537781
3604484,3.9600000,5.0400000,88.0000000,51.0217476,47.9231987,1.2590396,5.4339991,0.6791610,0.8600596,2.4618528,1469.0000000,2.6264315
3604485,3.9600000,5.1000000,88.0000000,44.0097923,36.1727982,1.2569942,5.4149842,0.6766238,0.8596643,2.4673469,1471.0000000,2.6322813
3604486,3.9600000,5.1600000,114.0000000,53.9960709,37.9115982,1.3151869,5.7875762,0.7229236,0.8671753,2.3733876,1474.0000000,2.5132561
3604487,3.9600000,5.2200000,135.0000000,67.6060104,48.9203987,1.3460879,5.8187418,0.7243547,0.8677275,2.3708389,1503.0000000,2.4856164
3604488,3.9600000,5.2800000,90.0000000,30.9684696,15.1415997,1.2114265,4.9688854,0.6363851,0.8502319,2.5586855,1279.0000000,2.7434883
3604489,3.9600000,5.3400000,72.0000000,22.5729656,9.6120005,1.1572742,4.8540649,0.6223756,0.8476265,2.5937009,1271.0000000,2.8141689
3604490,3.9600000,5.4000000,58.0000000,16.4297371,5.9400001,1.0581856,4.4659991,0.5951938,0.8383348,2.6637428,1027.0000000,2.9556131
3604492,3.9600000,5.5200000,78.0000000,41.3671989,31.9067993,1.2244246,5.2185020,0.6561908,0.8555912,2.5126939,1419.0000000,2.6938462
3604493,3.9600000,5.5800000,84.0000000,37.8749123,24.3432007,1.2447944,5.3053498,0.6661273,0.8574225,2.4902098,1431.0000000,2.6597991
3604494,3.9600000,5.6400000,85.0000000,34.9333725,19.7280006,1.2477115,5.3153267,0.6673800,0.8576327,2.4874127,1431.0000000,2.6552572
3604495,3.9600000,5.7000000,68.0000000,22.8130589,9.9432001,1.1439540,4.8337364,0.6193352,0.8471578,2.6015687,1276.0000000,2.8309951
3604497,3.9600000,5.8200000,106.0000000,43.4368744,24.4512005,1.2902077,5.4000049,0.6784279,0.8594121,2.4631579,1426.0000000,2.6021698
3604498,3.9600000,5.8800000,141.0000000,62.1245041,36.5363998,1.3650804,5.7770567,0.7253537,0.8670586,2.3685315,1431.0000000,2.4685009
3604499,3.9600000,5.9400000,241.0000000,216.2716980,334.8612061,1.4083492,6.9069653,0.8416880,0.8869406,2.1805882,1701.0000000,2.2900059
3604500,3.9600000,6.0000000,243.0000000,217.0005951,335.4552002,1.4110254,6.9104085,0.8421076,0.8869988,2.1800001,1701.0000000,2.2873030
3604501,3.9600000,6.0600000,155.0000000,73.8011856,47.2463989,1.3677280,6.1612859,0.7670856,0.8742846,2.2944703,1502.0000000,2.4101095
3604502,3.9600000,6.1200000,123.0000000,55.7881851,35.3232002,1.3354753,5.7018661,0.7154757,0.8655524,2.3874564,1436.0000000,2.5069559
3604504,3.9600000,6.2400000,67.0000000,21.7393341,8.9748001,1.1855022,5.0198383,0.6382893,0.8513346,2.5544703,1332.0000000,2.7583547
3604505,3.9600000,6.3000000,85.0000000,36.0727425,22.0751991,1.2456272,5.2882547,0.6647155,0.8570714,2.4933145,1422.0000000,2.6615329
3604506,3.9600000,6.3600000,92.0000000,44.2411690,30.9599991,1.2614702,5.3259025,0.6694477,0.8578659,2.4827585,1422.0000000,2.6405036
3604507,3.9600000,6.4200000,99.0000000,54.6436768,42.7211990,1.2747960,5.3682303,0.6736929,0.8587376,2.4735007,1435.0000000,2.6225653
3604509,3.9600000,6.5400000,150.0000000,68.2294464,42.3972015,1.3692679,5.5210376,0.7002615,0.8620438,2.4170370,1351.0000000,2.5054641
3604510,3.9600000,6.6000000,165.0000000,77.0440521,50.6412010,1.3914504,5.8213038,0.7277406,0.8678526,2.3642564,1467.0000000,2.4446831
3604511,3.9600000,6.6600000,220.0000000,173.4124451,244.3283997,1.4225791,6.2777109,0.7628806,0.8758751,2.3026621,1729.0000000,2.3717878
3604512,3.9600000,6.7200000,198.0000000,141.6602478,187.3260040,1.3984270,6.2196860,0.7558293,0.8748227,2.3148148,1729.0000000,2.4002914
3604513,3.9600000,6.7800000,174.0000000,87.8992004,61.1819992,1.4023430,5.8676267,0.7328360,0.8687407,2.3548169,1475.0000000,2.4288826
3604514,3.9600000,6.8400000,170.0000000,89.1012497,63.6731987,1.3982223,5.9419041,0.7410657,0.8701529,2.3398385,1487.0000000,2.4199724
3670019,4.0200000,4.9800000,99.0000000,73.9268417,83.9448013,1.2822558,5.5017056,0.6874599,0.8614472,2.4442177,1471.0000000,2.5938466
3670020,4.0200000,5.0400000,102.0000000,70.8635406,77.2416000,1.2867950,5.4991155,0.6871362,0.8613943,2.4448979,1471.0000000,2.5906377
3670021,4.0200000,5.1000000,111.0000000,70.0295105,71.2404022,1.3036592,5.5408545,0.6923517,0.8622453,2.4340136,1471.0000000,2.5685492
3670022,4.0200000,5.1600000,135.0000000,82.7518311,78.1091995,1.3320212,6.0501270,0.7478999,0.8720375,2.3280051,1565.0000000,2.4653201
3670023,4.0200000,5.2200000,153.0000000,96.7073822,89.3807983,1.3327819,6.3741312,0.7848668,0.8779327,2.2656250,1601.0000000,2.4184930
3670024,4.0200000,5.2800000,127.0000000,69.0668106,58.5071983,1.3296235,5.5261488,0.6933420,0.8619988,2.4317548,1437.0000000,2.5463312
3670025,4.0200000,5.3400000,121.0000000,63.6026764,51.3647995,1.3184783,5.4914265,0.6889856,0.8612872,2.4408078,1437.0000000,2.5622177
3670026,4.0200000,5.4000000,115.0000000,58.7580910,45.4427986,1.3084688,5.4702754,0.6863318,0.8608520,2.4463789,1437.0000000,2.5744541
3670027,4.0200000,5.4600000,117.0000000,57.4056091,42.1199989,1.3088549,5.4519010,0.6840265,0.8604730,2.4512534,1437.0000000,2.5780969
3670028,4.0200000,5.5200000,113.0000000,54.8325729,38.4048004,1.3027964,5.4421935,0.6828917,0.8602738,2.4536586,1436.0000000,2.5847197
3670029,4.0200000,5.5800000,109.0000000,52.2439194,35.2260017,1.2894905,5.3802919,0.6751242,0.8589881,2.4703832,1436.0000000,2.6085787
3670030,4.0200000,5.6400000,108.0000000,50.6111832,32.8643990,1.2878724,5.3777432,0.6748044,0.8589349,2.4710801,1436.0000000,2.6103919
3670031,4.0200000,5.7000000,118.0000000,52.5053673,31.8239994,1.3050904,5.4136457,0.6793095,0.8596823,2.4613240,1436.0000000,2.5892589
3670032,4.0200000,5.7600000,127.0000000,54.0921974,31.2623997,1.3199322,5.4474163,0.6835471,0.8603818,2.4522648,1436.0000000,2.5706496
3670033,4.0200000,5.8200000,133.0000000,55.7889481,31.4459991,1.3345827,5.5082073,0.6911752,0.8616331,2.4362369,1436.0000000,2.5463450
3670034,4.0200000,5.8800000,160.0000000,73.3556595,44.6795998,1.3766158,6.1549506,0.7662968,0.8741659,2.2958028,1502.0000000,2.4036722
3670035,4.0200000,5.9400000,244.0000000,219.1326904,348.7247925,1.4125668,6.9104085,0.8421076,0.8869988,2.1800001,1701.0000000,2.2860057
3670036,4.0200000,6.0000000,245.0000000,219.1575470,348.6852112,1.4136778,6.9138551,0.8425276,0.8870569,2.1794116,1701.0000000,2.2846236
3670037,4.0200000,6.0600000,158.0000000,72.5440369,44.7947998,1.3724495,6.1676345,0.7678760,0.8744036,2.2931380,1502.0000000,2.4051485
3670038,4.0200000,6.1200000,134.0000000,55.6778984,31.7700005,1.3359437,5.5090194,0.6913614,0.8616512,2.4358437,1435.0000000,2.5450189
3670039,4.0200000,6.1800000,126.0000000,53.7560616,32.5152016,1.3213462,5.4639068,0.6857000,0.8607237,2.4476988,1435.0000000,2.5657425
3670040,4.0200000,6.2400000,113.0000000,51.3823357,33.7823982,1.2976329,5.4014621,0.6778634,0.8594304,2.4644351,1435.0000000,2.5974700
3670041,4.0200000,6.3000000,105.0000000,50.6780243,36.0900002,1.2832371,5.3707719,0.6740119,0.8587907,2.4728034,1435.0000000,2.6153769
3670042,4.0200000,6.3600000,103.0000000,52.1112709,39.3624001,1.2798969,5.3656907,0.6733742,0.8586845,2.4741981,1435.0000000,2.6191056
3670043,4.0200000,6.4200000,112.0000000,57.7947121,44.8380013,1.2964118,5.4014621,0.6778634,0.8594304,2.4644351,1435.0000000,2.5984015
3670044,4.0200000,6.4800000,163.0000000,83.2194748,61.7112007,1.3930103,5.7931924,0.7270241,0.8673690,2.3654115,1435.0000000,2.4444623
3670045,4.0200000,6.5400000,213.0000000,118.9247055,94.0355988,1.4448042,6.3494883,0.7909756,0.8777881,2.2553475,1497.0000000,2.3174136
3670046,4.0200000,6.6000000,216.0000000,125.5121613,105.5339966,1.4483041,6.3562574,0.7918189,0.8779122,2.2540107,1497.0000000,2.3136401
3670047,4.0200000,6.6600000,260.0000000,218.5446014,303.2963867,1.4445335,6.7319813,0.8156953,0.8837891,2.2184300,1759.0000000,2.2890172
3670048,4.0200000,6.7200000,230.0000000,182.5053864,245.6316071,1.4136078,6.6359429,0.8040587,0.8821363,2.2360637,1759.0000000,2.3277562
3670049,4.0200000,6.7800000,206.0000000,130.5351715,121.1976013,1.4362133,6.3342595,0.7889868,0.8775055,2.2585170,1498.0000000,2.3266411
3670050,4.0200000,6.8400000,198.0000000,127.3338242,119.2248001,1.4287536,6.2627831,0.7801744,0.8761899,2.2727273,1497.0000000,2.3435733
3735555,4.0800000,4.9800000,100.0000000,76.9441071,88.0703964,1.2810687,5.4682217,0.6832759,0.8607613,2.4530613,1471.0000000,2.6015773
3735556,4.0800000,5.0400000,105.0000000,74.0201721,80.5248032,1.2924389,5.5120912,0.6887577,0.8616593,2.4414966,1471.0000000,2.5834215
3735557,4.0800000,5.1000000,116.0000000,74.1495056,74.8188019,1.3129026,5.5672646,0.6956518,0.8627813,2.4272108,1471.0000000,2.5558286
3735558,4.0800000,5.1600000,136.0000000,84.2031860,79.8479996,1.3349212,6.0298052,0.7453877,0.8716536,2.3324809,1565.0000000,2.4661744
3735559,4.0800000,5.2200000,147.0000000,89.2863388,81.0828018,1.3347683,6.2476358,0.7692910,0.8756273,2.2912500,1601.0000000,2.4357567
3735560,4.0800000,5.2800000,132.0000000,73.5297089,63.4283981,1.3366783,5.5369210,0.6946936,0.8622189,2.4289694,1437.0000000,2.5387189
3735561,4.0800000,5.3400000,124.0000000,68.0093765,56.7071991,1.3242412,5.5100689,0.6913245,0.8616697,2.4359331,1437.0000000,2.5538411
3735562,4.0800000,5.4000000,117.0000000,61.8696175,49.2120018,1.3110480,5.4702754,0.6863318,0.8608520,2.4463789,1437.0000000,2.5724530
3735563,4.0800000,5.4600000,110.0000000,58.1408691,44.3987999,1.2957349,5.4181027,0.6797860,0.8597734,2.4603064,1437.0000000,2.5955656
3735564,4.0800000,5.5200000,109.0000000,55.9914932,41.5872002,1.2937733,5.4129400,0.6791382,0.8596662,2.4616992,1437.0000000,2.5982139
3735565,4.0800000,5.5800000,111.0000000,55.1485405,38.6567993,1.2970217,5.4181027,0.6797860,0.8597734,2.4603064,1437.0000000,2.5945675
3735566,4.0800000,5.6400000,115.0000000,55.3255768,36.6371994,1.3019266,5.4162288,0.6796337,0.8597358,2.4606271,1436.0000000,2.5910666
3735567,4.0800000,5.7000000,121.0000000,56.6426353,35.9244003,1.3088461,5.4162288,0.6796337,0.8597358,2.4606271,1436.0000000,2.5858827
3735568,4.0800000,5.7600000,132.0000000,58.3076477,34.9631996,1.3262271,5.4552693,0.6845325,0.8605440,2.4501743,1436.0000000,2.5643239
3735569,4.0800000,5.8200000,137.0000000,59.9429207,35.1180000,1.3365641,5.4922185,0.6891689,0.8613049,2.4404180,1436.0000000,2.5485063
3735570,4.0800000,5.8800000,165.0000000,78.5400620,49.6655998,1.3831034,6.1835632,0.7698591,0.8747016,2.2898068,1502.0000000,2.3937531
3735571,4.0800000,5.9400000,250.0000000,229.0654297,370.5372009,1.4187484,6.9346070,0.8450565,0.8874067,2.1758823,1701.0000000,2.2776775
3735572,4.0800000,6.0000000,253.0000000,229.7729187,370.7315979,1.4219929,6.9450297,0.8463266,0.8875821,2.1741176,1701.0000000,2.2736144
3735573,4.0800000,6.0600000,169.0000000,82.7524796,54.5148010,1.3869572,6.2253661,0.7750636,0.8754809,2.2811458,1502.0000000,2.3840115
3735574,4.0800000,6.1200000,141.0000000,62.7439499,38.4407997,1.3483108,5.5513034,0.6965830,0.8625140,2.4250872,1436.0000000,2.5269177
3735575,4.0800000,6.1800000,132.0000000,60.2201118,39.0527992,1.3289167,5.4736814,0.6868429,0.8609236,2.4452960,1436.0000000,2.5581779
3735576,4.0800000,6.2400000,120.0000000,58.6396751,41.1156006,1.3081167,5.4188142,0.6799580,0.8597895,2.4599304,1436.0000000,2.5858343
3735577,4.0800000,6.3000000,113.0000000,58.7955170,44.4564018,1.2977062,5.4033389,0.6780162,0.8594681,2.4641116,1436.0000000,2.5971477
3735578,4.0800000,6.3600000,111.0000000,59.6567459,47.4300003,1.2941678,5.3956347,0.6770495,0.8593078,2.4662020,1436.0000000,2.6015675
3735579,4.0800000,6.4200000,117.0000000,65.1268768,53.7695999,1.3046678,5.4188142,0.6799580,0.8597895,2.4599304,1436.0000000,2.5884154
3735580,4.0800000,6.4800000,148.0000000,91.1741028,78.6996002,1.3660932,5.8395391,0.7274497,0.8681459,2.3649733,1497.0000000,2.4649305
3735581,4.0800000,6.5400000,219.0000000,127.9751129,106.9632034,1.4516125,6.3664384,0.7930871,0.8780987,2.2520053,1497.0000000,2.3095033
3735582,4.0800000,6.6000000,222.0000000,134.6938171,120.0095978,1.4526615,6.4282150,0.8007828,0.8792255,2.2399733,1497.0000000,2.2992682
3735583,4.0800000,6.6600000,264.0000000,227.4361572,324.4572144,1.4484044,6.7445765,0.8172215,0.8840045,2.2161548,1759.0000000,2.2841539
3735584,4.0800000,6.7200000,236.0000000,192.1479492,265.3380127,1.4206511,6.6481810,0.8055415,0.8823479,2.2337885,1759.0000000,2.3202188
3735585,4.0800000,6.7800000,210.0000000,136.2166748,130.6799927,1.4407161,6.3511147,0.7910863,0.8778149,2.2551770,1498.0000000,2.3204894
3735586,4.0800000,6.8400000,204.0000000,135.5929260,132.0191956,1.4358820,6.2825809,0.7826408,0.8765563,2.2687166,1497.0000000,2.3348331
3801091,4.1400000,4.9800000,67.0000000,33.8014030,24.9011993,1.1715158,4.9515276,0.6311241,0.8498192,2.5719726,1314.0000000,2.7838647
3801092,4.1400000,5.0400000,68.0000000,28.9871750,17.9459991,1.1696243,4.9346247,0.6295666,0.8494422,2.5758040,1307.0000000,2.7886245
3801093,4.1400000,5.1000000,78.0000000,34.3366966,22.2623997,1.2140646,5.2138863,0.6518053,0.8554502,2.5231924,1467.0000000,2.7104692
3801094,4.1400000,5.1600000,92.0000000,37.5886879,23.1984005,1.2431973,5.2644281,0.6582805,0.8565236,2.5081968,1465.0000000,2.6753027
3801095,4.1400000,5.2200000,106.0000000,42.3113632,24.8183994,1.3101448,5.5286674,0.6986062,0.8621475,2.4205947,1380.0000000,2.5529563
3801096,4.1400000,5.2800000,74.0000000,23.5612583,10.1124001,1.1008273,4.5323782,0.6040403,0.8400000,2.6393762,1027.0000000,2.9049904
3801097,4.1400000,5.3400000,61.0000000,19.8345089,8.7623997,1.0508317,4.4529819,0.5935656,0.8380060,2.6682928,1026.0000000,2.9668679
3801098,4.1400000,5.4000000,51.0000000,15.8044472,6.0012002,1.0194870,4.4091482,0.5877227,0.8368938,2.6848781,1026.0000000,3.0037766
3801100,4.1400000,5.5200000,53.0000000,20.4778347,10.5335999,1.0454347,4.5840626,0.5946482,0.8412788,2.6672268,1191.0000000,2.9654269
3801101,4.1400000,5.5800000,62.0000000,22.9248486,11.0195999,1.1360122,4.8292432,0.6188461,0.8470547,2.6028256,1275.0000000,2.8377790
3801102,4.1400000,5.6400000,63.0000000,21.8165302,9.6191998,1.1249558,4.7929087,0.6147070,0.8462176,2.6135647,1269.0000000,2.8558838
3801103,4.1400000,5.7000000,54.0000000,19.0356998,8.7444000,1.1008794,4.7581954,0.6103408,0.8454117,2.6250987,1268.0000000,2.8840733
3801105,4.1400000,5.8200000,94.0000000,37.3447876,20.1744003,1.2369531,5.0927663,0.6473904,0.8529442,2.5326331,1334.0000000,2.7010159
3801106,4.1400000,5.8800000,124.0000000,54.4221840,33.9767990,1.3237163,5.6256013,0.7006360,0.8639119,2.4172230,1499.0000000,2.5393910
3801107,4.1400000,5.9400000,232.0000000,221.2125854,379.0223999,1.4010282,6.8523378,0.8350310,0.8860154,2.1900001,1701.0000000,2.3033383
3801108,4.1400000,6.0000000,233.0000000,221.8691406,379.8432007,1.4009129,6.8659134,0.8366854,0.8862458,2.1876471,1701.0000000,2.3016510
3801109,4.1400000,6.0600000,146.0000000,71.2590637,48.6360016,1.3492956,6.1777911,0.7684306,0.8745717,2.2922466,1510.0000000,2.4240546
3801110,4.1400000,6.1200000,108.0000000,48.6411514,30.7296009,1.2322034,4.9981751,0.6399581,0.8508886,2.5500000,1281.0000000,2.7228823
3801112,4.1400000,6.2400000,53.0000000,18.1072350,7.8983998,1.1464368,4.9462099,0.6296833,0.8496947,2.5756431,1323.0000000,2.8067391
3801113,4.1400000,6.3000000,65.0000000,22.3064861,9.5039997,1.1743567,4.9796786,0.6339442,0.8504453,2.5650530,1323.0000000,2.7758296
3801114,4.1400000,6.3600000,68.0000000,25.9752636,12.5676003,1.1856508,5.0166450,0.6377138,0.8512623,2.5558889,1334.0000000,2.7594032
3801115,4.1400000,6.4200000,65.0000000,28.5450134,16.2900009,1.1925703,5.0882301,0.6450292,0.8528270,2.5384047,1355.0000000,2.7398515
3801117,4.1400000,6.5400000,147.0000000,72.6932755,51.9011993,1.3612577,5.4837718,0.6955349,0.8612719,2.4266667,1351.0000000,2.5195229
3801118,4.1400000,6.6000000,160.0000000,82.4440002,68.1875992,1.3913295,5.6288619,0.7138441,0.8642538,2.3900814,1352.0000000,2.4666324
3801119,4.1400000,6.6600000,203.0000000,170.4210815,266.7708130,1.3962555,5.9210763,0.7207539,0.8693159,2.3787260,1712.0000000,2.4533195
3801120,4.1400000,6.7200000,183.0000000,135.3719025,197.1755981,1.3812699,6.1386304,0.7459792,0.8733404,2.3321760,1729.0000000,2.4274518
3801121,4.1400000,6.7800000,160.0000000,79.7376709,57.2795982,1.3850442,5.8114634,0.7264241,0.8676574,2.3667347,1468.0000000,2.4515209
3801122,4.1400000,6.8400000,160.0000000,82.0188217,57.3768005,1.3834456,5.7779689,0.7223232,0.8670003,2.3744884,1467.0000000,2.4590023
3866631,4.2000000,5.2200000,107.0000000,36.9377060,17.3987999,1.3119060,5.0196710,0.6670805,0.8516786,2.4846449,1043.0000000,2.6071129
3866641,4.2000000,5.8200000,78.0000000,32.5422134,17.6219997,1.2044367,5.0364742,0.6403195,0.8517030,2.5495496,1333.0000000,2.7396414
3866642,4.2000000,5.8800000,98.0000000,44.5747185,29.9988003,1.2808892,5.3638201,0.6767436,0.8587016,2.4665709,1392.0000000,2.6122401
3866643,4.2000000,5.9400000,201.0000000,205.7796326,382.9715881,1.4045937,6.0126972,0.7338954,0.8710872,2.3539193,1685.0000000,2.4264903
3866644,4.2000000,6.0000000,201.0000000,206.1549835,383.3244019,1.4045937,6.0126972,0.7338954,0.8710872,2.3539193,1685.0000000,2.4264903
3866645,4.2000000,6.0600000,116.0000000,53.2313995,35.9099998,1.3188664,5.5248423,0.6949690,0.8620064,2.4282684,1416.0000000,2.5518997
3866646,4.2000000,6.1200000,85.0000000,39.1105080,24.1091995,1.2279296,5.0972891,0.6478793,0.8530427,2.5314844,1335.0000000,2.7064595
3866653,4.2000000,6.5400000,145.0000000,74.3663025,55.4220009,1.3532429,5.4441986,0.6905156,0.8604479,2.4370370,1351.0000000,2.5343680
3866654,4.2000000,6.6000000,154.0000000,84.1185837,75.8591995,1.3822819,5.6038280,0.7102984,0.8637347,2.3970480,1356.0000000,2.4788582
3866655,4.2000000,6.6600000,200.0000000,174.4266205,282.2327881,1.3928268,5.9085531,0.7192295,0.8690790,2.3816481,1712.0000000,2.4582090
3866656,4.2000000,6.7200000,175.0000000,131.8996124,198.3059998,1.3645853,5.8296409,0.7096238,0.8675773,2.4003506,1712.0000000,2.4942708
3866657,4.2000000,6.7800000,154.0000000,77.1414413,57.1931992,1.3760008,5.5481186,0.7035124,0.8625984,2.4105029,1353.0000000,2.4951293
3866658,4.2000000,6.8400000,150.0000000,75.9233551,54.1259995,1.3641126,5.4866209,0.6958962,0.8613310,2.4259260,1351.0000000,2.5170560
3932163,4.2600000,4.9800000,41.0000000,11.4376726,3.7512000,0.9743217,4.0032067,0.5776404,0.8256381,2.7071006,677.0000000,3.0661120
3932164,4.2600000,5.0400000,43.0000000,10.4540100,3.0276000,0.9882236,4.0206270,0.5801541,0.8261468,2.6997042,677.0000000,3.0492575
3932165,4.2600000,5.1000000,55.0000000,17.6813049,8.5860004,1.1674705,4.7092700,0.6268296,0.8443467,2.5798645,1034.0000000,2.7938402
3932166,4.2600000,5.1600000,73.0000000,24.4207821,12.0707998,1.2226477,4.8106084,0.6398632,0.8467792,2.5477338,1038.0000000,2.7251625
3932167,4.2600000,5.2200000,85.0000000,28.8623714,13.8059998,1.2638898,4.9117208,0.6527346,0.8491649,2.5172744,1043.0000000,2.6684735
3932168,4.2600000,5.2800000,66.0000000,22.0421543,10.6667995,1.1817231,4.7051644,0.6268430,0.8442510,2.5797665,1029.0000000,2.7840738
3932169,4.2600000,5.3400000,46.0000000,12.7274122,4.5864000,1.0424612,4.4062123,0.5925651,0.8368049,2.6704197,978.0000000,2.9713209
3932170,4.2600000,5.4000000,41.0000000,11.3673935,3.6935999,1.0140412,4.0488176,0.5842217,0.8269668,2.6878698,677.0000000,3.0154624
3932179,4.2600000,5.9400000,193.0000000,209.2299042,402.8183899,1.3955096,5.9812174,0.7300530,0.8704962,2.3610451,1685.0000000,2.4390380
3932180,4.2600000,6.0000000,193.0000000,209.5508881,403.1676025,1.3947012,5.9656005,0.7281469,0.8702022,2.3646080,1685.0000000,2.4425526
3932189,4.2600000,6.5400000,145.0000000,78.6761322,62.4888000,1.3532429,5.4441986,0.6905156,0.8604479,2.4370370,1351.0000000,2.5343680
3932190,4.2600000,6.6000000,155.0000000,90.0283127,86.8175964,1.3822048,5.5949612,0.7091745,0.8635535,2.3992620,1356.0000000,2.4808760
3932191,4.2600000,6.6600000,197.0000000,179.1810303,299.1492004,1.3893549,5.8960824,0.7177115,0.8688427,2.3845704,1712.0000000,2.4631364
3932192,4.2600000,6.7200000,172.0000000,135.3264160,210.2543945,1.3607365,5.8175006,0.7081460,0.8673450,2.4032729,1712.0000000,2.4995425
3932193,4.2600000,6.7800000,152.0000000,79.1296539,61.5671997,1.3731228,5.5394044,0.7024074,0.8624189,2.4127219,1353.0000000,2.4990132
3932194,4.2600000,6.8400000,150.0000000,79.9471436,61.0667992,1.3641126,5.4866209,0.6958962,0.8613310,2.4259260,1351.0000000,2.5170560
3997699,4.3200000,4.9800000,42.0000000,10.7324696,3.3192000,0.9828933,4.0136409,0.5791460,0.8259430,2.7026627,677.0000000,3.0556498
3997700,4.3200000,5.0400000,48.0000000,12.2225103,4.2336001,0.9966574,4.3733764,0.5834802,0.8359777,2.6970589,1021.0000000,3.0324523
3997701,4.3200000,5.1000000,58.0000000,16.0888767,6.6348000,1.1702380,4.7060556,0.6262903,0.8442680,2.5812378,1035.0000000,2.7931237
3997702,4.3200000,5.1600000,87.0000000,40.9371834,33.6671982,1.2785220,5.4158707,0.6887379,0.8598887,2.4406016,1331.0000000,2.5942044
3997703,4.3200000,5.2200000,81.0000000,27.6076431,13.5251999,1.2544434,4.8931508,0.6502668,0.8487285,2.5230327,1043.0000000,2.6801646
3997704,4.3200000,5.2800000,67.0000000,20.0610428,8.7156000,1.1898987,4.7273660,0.6294629,0.8447864,2.5732298,1032.0000000,2.7720752
3997705,4.3200000,5.3400000,49.0000000,11.9235258,3.7079999,1.1172194,4.5948210,0.6121425,0.8415496,2.6177044,1029.0000000,2.8653190
3997706,4.3200000,5.4000000,44.0000000,11.3835106,3.5460000,0.9626178,4.3254371,0.5775028,0.8347411,2.7145669,1017.0000000,3.0748084
3997714,4.3200000,5.8800000,54.0000000,17.9733181,7.7652001,1.1494776,4.8264618,0.6258087,0.8470254,2.5842414,1194.0000000,2.8112853
3997715,4.3200000,5.9400000,180.0000000,211.4289246,423.2232056,1.3796881,5.9129114,0.7220091,0.8692126,2.3761904,1681.0000000,2.4632103
3997716,4.3200000,6.0000000,184.0000000,213.1748505,424.3175964,1.3821620,5.8988595,0.7200006,0.8689391,2.3800476,1685.0000000,2.4645102
3997717,4.3200000,6.0600000,82.0000000,34.3291550,18.7380009,1.2139454,4.9197698,0.6378110,0.8491798,2.5544388,1195.0000000,2.7375023
3997725,4.3200000,6.5400000,143.0000000,80.3163910,66.2256012,1.3507100,5.4385915,0.6898044,0.8603308,2.4385185,1351.0000000,2.5373445
3997726,4.3200000,6.6000000,157.0000000,98.6256332,103.6296005,1.3805637,5.5982962,0.7077665,0.8635812,2.4021819,1376.0000000,2.4845805
3997727,4.3200000,6.6600000,196.0000000,185.2843933,317.6820068,1.3867507,5.8762388,0.7152960,0.8684658,2.3892460,1712.0000000,2.4689810
3997728,4.3200000,6.7200000,169.0000000,136.2382660,214.5959930,1.3568383,5.8054113,0.7066744,0.8671132,2.4061952,1712.0000000,2.5048583
3997729,4.3200000,6.7800000,153.0000000,88.2304382,80.6147995,1.3681853,5.6005688,0.7037988,0.8635363,2.4104006,1424.0000000,2.5002196
3997730,4.3200000,6.8400000,149.0000000,83.9954147,68.7888031,1.3663545,5.5066447,0.6984360,0.8617461,2.4207408,1351.0000000,2.5107577
4063235,4.3800000,4.9800000,48.0000000,14.1040211,5.5872002,0.9966574,4.3733764,0.5834802,0.8359777,2.6970589,1021.0000000,3.0324523
4063236,4.3800000,5.0400000,47.0000000,10.8974638,3.2688000,0.9743150,4.3432670,0.5794631,0.8352039,2.7088234,1021.0000000,3.0610404
4063237,4.3800000,5.1000000,53.0000000,12.3491945,4.1040001,1.0343922,4.4296675,0.5905641,0.8374152,2.6767578,1025.0000000,2.9850140
4063238,4.3800000,5.1600000,86.0000000,39.1615868,32.0544014,1.2700707,5.3965802,0.6834962,0.8594332,2.4518735,1362.0000000,2.6097291
4063239,4.3800000,5.2200000,77.0000000,25.9213333,12.7296000,1.2455566,4.8777833,0.6482245,0.8483663,2.5278311,1043.0000000,2.6906419
4063240,4.3800000,5.2800000,62.0000000,16.8736343,6.5735998,1.1778951,4.7099433,0.6271430,0.8443646,2.5790493,1032.0000000,2.7857602
4063241,4.3800000,5.3400000,51.0000000,12.5882616,4.0752001,0.9983165,4.3705368,0.5836303,0.8359025,2.6965518,1016.0000000,3.0318279
4063242,4.3800000,5.4000000,47.0000000,12.6669264,4.2659998,0.9757817,4.3401957,0.5796840,0.8351210,2.7080867,1015.0000000,3.0592725
4063250,4.3800000,5.8800000,64.0000000,23.6017933,11.3688002,1.1712791,4.8495550,0.6288030,0.8475616,2.5766973,1194.0000000,2.7881920
4063251,4.3800000,5.9400000,172.0000000,214.3042450,444.2004089,1.3692991,5.8747964,0.7173549,0.8684875,2.3851190,1681.0000000,2.4783075
4063252,4.3800000,6.0000000,174.0000000,216.1214600,445.9536133,1.3698707,5.8521624,0.7145911,0.8680553,2.3904762,1681.0000000,2.4822173
